nome,genero,data_nascimento,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem
NICOLINO BOZZELLA JUNIOR,M,17/08/1980,83,9,8,42,14,5,"323.600,79","29.348,65","39.636,09","43.735,10","36.718,08","40.304,87","30.143,90","40.029,84","26.482,22","25.062,37","11.174,19","965,48",0,"1.108.661,55","111.623,09","107.512,59","107.512,59","110.707,93","111.134,28","111.357,59","110.509,90","111.392,57","111.392,57","111.388,46",0,0,"33.763,00",0
ELVINO JOSÉ BOHN GASS,M,05/02/1962,90,2,2,24,15,0,"356.144,70","30.693,35","43.618,49","51.772,61","63.215,02","45.029,72","40.093,42","35.113,72","22.679,14","12.788,68","11.078,65","61,90",0,"1.113.456,25","111.641,36","111.508,13","111.508,13","111.641,38","111.641,38","110.811,40","111.604,98","111.604,98","111.604,98","109.839,67",0,0,"33.763,00",0
JOÃO BOSCO DA COSTA,M,28/09/1950,88,4,2,37,9,0,"377.536,38","31.663,79","50.001,03","50.347,54","42.678,14","42.852,09","50.270,89","42.871,55","39.751,16","27.086,09","14,10","0,00",0,"1.096.871,16","109.107,22","111.544,51","111.544,51","111.544,51","111.544,51","111.544,51","111.544,51","106.200,33","104.641,61","107.654,94",0,0,"33.763,00",0
CARLOS CAMILO GÓES CAPIBERIBE,M,23/05/1972,89,3,3,67,25,5,"337.744,18","57.270,81","54.545,96","40.139,58","50.674,76","29.912,43","32.899,67","36.174,05","9.998,80","8.076,55","18.051,57","0,00",0,"1.098.429,16","111.508,06","111.508,06","111.508,06","111.508,06","110.034,25","109.670,30","105.908,91","110.137,58","107.941,38","108.704,50",0,0,"33.763,00",0
ALBERTO BARROS CAVALCANTE NETO,M,05/05/1982,88,4,2,66,4,1,"240.537,12","10.761,97","32.144,12","50.784,42","59.974,73","36.167,69","18.635,29","18.846,91","9.376,93","3.645,06","0,00","200,00",0,"1.108.460,75","111.524,06","109.814,87","109.814,87","109.505,49","111.520,15","111.370,71","111.635,38","111.635,38","111.635,38","111.635,38",0,0,"33.763,00",0
GUILHERME MURARO DERRITE,M,10/10/1984,90,2,0,21,0,0,"311.577,86","33.369,05","45.785,15","42.375,69","37.535,61","31.336,58","34.084,37","31.084,94","27.610,70","13.235,82","15.159,95","0,00",0,"1.087.142,69","111.429,18","111.078,93","111.078,93","111.198,68","111.198,68","111.198,68","104.902,34","104.902,34","104.902,34","104.902,34",0,0,"33.763,00",0
JOSE AUGUSTO ROSA,M,04/10/1966,85,7,3,29,41,2,"297.009,79","32.590,99","30.742,36","42.982,94","38.181,18","46.093,18","19.473,47","21.678,43","15.614,72","14.321,17","34.465,04","866,31",0,"1.109.989,13","111.659,59","107.796,83","107.796,83","111.659,59","111.659,59","111.659,59","110.759,70","110.888,26","111.659,59","111.659,59",0,0,"33.763,00",0
FABIO ABREU COSTA,M,31/12/1972,90,2,1,56,9,0,"411.441,61","27.176,43","43.044,36","37.886,06","54.828,28","65.451,97","38.676,13","33.219,21","38.283,53","44.917,64","27.807,28","150,72",0,"1.112.307,70","111.501,54","109.950,47","109.950,47","110.995,45","111.125,87","111.505,00","111.580,82","111.580,83","111.580,83","111.061,64",0,0,"33.763,00",0
WAGNER SOUSA GOMES,M,21/01/1979,31,2,0,0,1,0,"141.934,34","55.521,07","32.236,66","11.029,18",0,0,0,"12.950,64","18.376,97","6.416,85","4.739,03","663,94",0,"1.112.741,02","110.473,50","111.586,87","111.586,87","111.652,64","111.665,79","110.952,40","111.665,74","111.665,74","111.665,74","111.304,92",0,0,"33.763,00",0
CARLOS GOMES BEZERRA,M,04/11/1941,29,0,0,0,0,0,"190.129,10","17.099,28","53.701,17","0,00",0,0,0,"2.047,03","848,36","647,00","58.238,75","57.547,51",0,"1.115.384,57","111.611,13","111.611,13","111.611,13","111.611,13","111.611,13","111.611,13","110.884,40","111.611,13","111.611,13","111.611,13",0,0,"33.763,00",0
CARLOS HENRIQUE FOCESI SAMPAIO,M,31/03/1963,87,5,1,14,5,0,"314.513,00","25.615,74","54.934,33","51.456,20","45.438,40","42.806,53","22.600,90","21.181,85","14.951,58","15.364,01","20.163,46","0,00",0,"1.059.385,24","103.852,96","108.820,89","108.820,89","108.820,89","108.689,99","104.762,85","103.243,66","104.762,85","104.762,85","103.901,13",0,0,"33.763,00",0
Carlos Roberto Coelho de Mattos Júnior,M,08/02/1982,84,8,3,10,0,0,"193.058,73","17.012,14","20.943,23","27.544,00","16.413,28","29.052,38","31.940,35","20.649,20","10.845,10","8.605,79","8.978,05","1.075,21",0,"1.079.427,92","107.840,49","105.827,62","105.827,62","98.809,78","110.447,03","111.102,14","104.135,41","108.845,03","110.375,04","110.523,12",0,0,"33.763,00",0
JOSÉ NOBRE GUIMARÃES,M,13/02/1957,87,5,5,30,7,1,"330.052,23","35.580,92","49.264,70","53.330,78","44.056,16","39.099,98","40.522,75","38.743,31","5.167,09","5.484,15","18.802,39","0,00",0,"1.109.829,63","111.580,82","106.516,85","106.516,85","111.349,50","111.617,20","111.617,20","110.824,75","111.580,83","111.580,83","111.580,83",0,0,"33.763,00",0
JOSE MARIO SCHREINER,M,08/02/1961,90,2,1,23,19,1,"321.855,16","32.378,68","34.131,00","35.150,44","34.335,14","33.895,08","34.419,78","30.802,48","30.264,95","28.822,57","27.655,04","0,00",0,"1.066.482,06","109.957,51","111.653,60","111.653,60","110.841,99","107.595,56","106.178,18","102.628,43","103.537,52","103.537,52","100.093,12",0,0,"33.763,00",0
CARLOS HENRIQUE AMORIM,M,21/04/1961,79,13,1,33,25,1,"365.968,75","38.480,40","54.727,25","51.686,19","49.827,56","38.169,71","34.594,12","36.583,75","31.857,00","13.639,42","15.863,38","539,97",0,"1.014.767,71","107.089,41","96.663,69","96.663,69","98.112,79","100.925,82","94.627,79","96.910,28","103.302,09","107.870,51","108.426,55",0,0,"33.763,00",0
ANTONIO CARLOS GOMES DA SILVA,M,13/06/1972,92,0,0,21,6,2,"266.017,48","18.748,87","25.578,63","34.691,71","31.224,22","55.517,35","34.811,05","23.121,54","21.226,21","8.490,46","11.675,18","932,26",0,"1.012.698,46","92.948,89","96.032,28","96.032,28","98.637,08","102.490,61","102.621,52","102.621,52","104.715,99","106.679,56","106.679,56",0,0,"33.763,00",0
JOSÉ NELTO LAGARES DAS MERCEZ,M,19/09/1960,76,16,9,11,33,6,"359.343,92","18.842,70","31.027,78","65.930,97","33.393,00","58.347,09","9.066,40","44.447,74","45.204,58","52.635,69","447,97","0,00",0,"1.109.765,59","111.520,25","111.520,25","111.520,25","111.520,25","111.520,25","109.841,23","111.520,25","111.134,58","111.411,47","108.256,81",0,0,"33.763,00",0
JOSE ANTONIO DOS SANTOS MEDEIROS,M,19/03/1970,91,1,1,13,12,0,"425.982,17","41.612,96","57.092,54","53.792,40","51.560,09","69.600,74","44.189,19","32.055,20","28.733,60","28.925,42","18.420,03","0,00",0,"1.086.660,28","111.465,46","107.407,42","107.407,42","109.785,43","97.298,23","106.682,36","111.653,49","111.653,49","111.653,49","111.653,49",0,0,"33.763,00",1
CARLOS ALBERTO CHIODINI,M,08/03/1982,85,7,4,25,14,6,"257.915,07","21.142,87","33.080,35","34.458,92","35.659,60","28.696,29","31.410,11","38.827,88","16.920,33","11.149,03","6.369,69","200,00",0,"1.088.228,66","110.052,14","107.219,44","107.219,44","108.994,73","109.943,02","110.230,95","107.098,15","107.098,15","107.098,15","110.896,73",0,0,"33.763,00",2
JOSÉ BENITO PRIANTE JÚNIOR,M,02/12/1963,74,18,3,2,0,0,"243.483,10","14.028,01","21.611,02","36.293,55","46.059,11","26.042,21","30.264,32","17.847,28","45.184,97","5.617,88","534,75","0,00",0,"990.861,14","97.088,45","98.958,69","98.958,69","98.302,80","98.302,80","98.302,80","98.302,80","101.247,86","101.450,97","98.059,58",0,0,"33.763,00",0
JOSÉ NUNES SOARES,M,18/12/1950,37,0,0,0,0,0,"152.004,38","51.304,13","44.699,63","41.468,03","14.382,59","0,00",0,0,0,0,0,"150,00",0,"435.131,91","111.665,59","111.513,97","111.513,97","100.362,57","0,00","0,00","0,00","0,00","0,00","0,00",0,0,"33.763,00",0
JOSÉ RICARDO WENDLING,M,23/06/1964,87,5,4,52,3,1,"379.737,78","47.539,51","48.226,11","44.947,97","40.154,45","56.607,85","45.635,99","32.568,83","18.088,42","9.458,98","33.245,54","3.264,13",0,"1.116.596,60","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66","111.659,66",0,0,"33.763,00",0
JOSEILDO RIBEIRO RAMOS,M,23/08/1957,84,8,3,33,2,0,"390.729,06","60.500,14","44.516,13","51.988,63","37.649,80","23.871,94","49.876,84","34.364,16","32.616,98","28.446,92","26.897,52","0,00",0,"1.113.579,40","110.975,34","111.192,49","111.192,49","111.134,29","111.501,09","111.538,26","111.538,26","111.538,26","111.538,26","111.430,66",0,0,"33.763,00",0
JOSÉ ALVES ROCHA,M,18/08/1948,82,10,10,43,44,14,"341.483,82","25.275,02","33.000,03","37.777,87","42.689,97","36.822,12","29.942,35","43.118,28","38.255,35","34.560,49","20.042,34","0,00",0,"1.116.171,10","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11","111.617,11",0,0,"33.763,00",0
JOSIMAR CUNHA RODRIGUES,M,13/11/1976,41,2,0,0,0,0,"160.429,33","36.371,45","47.905,56","52.338,19","17.061,07",0,0,0,"511,98","4.108,54","1.792,26","340,28",0,"1.100.076,94","111.471,60","110.571,71","110.571,71","110.320,31","111.471,60","111.471,60","111.508,56","109.200,21","106.309,55","106.280,20",0,0,"33.763,00",0
JOSIVALDO DOS SANTOS MELO,M,29/11/1983,88,4,4,29,6,6,"279.506,54","21.390,12","50.216,34","66.242,26","54.516,89","31.532,54","14.146,15","9.948,48","25.223,10","5.493,00","601,81","195,85",0,"1.087.475,42","109.834,64","108.673,14","108.673,14","108.126,11","109.322,96","109.689,09","110.179,61","108.448,10","109.154,46","104.914,27",0,0,"33.763,00",0
JOSIAS GOMES DA SILVA,M,14/10/1956,53,15,14,14,14,6,"244.965,94",0,0,0,"37.812,96","42.560,03","33.851,36","34.320,23","29.429,08","28.432,62","38.159,66","400,00",0,"763.624,57","0,00","0,00","0,00","102.768,71","105.042,36","111.420,19","111.471,35","110.889,20","110.889,20","111.143,56",0,0,"33.763,00",0
GULLIEM CHARLES BEZERRA LEMOS,M,05/01/1976,82,10,3,11,15,2,"272.569,55","38.644,26","43.307,15","46.413,68","34.292,95","40.271,63","18.048,99","23.755,06","10.112,59","13.734,90","3.988,34","0,00",0,"1.073.734,88","106.277,34","107.850,38","107.850,38","102.147,71","106.945,98","111.544,27","111.280,11","111.064,87","110.913,41","94.968,94",0,0,"33.763,00",0
JUAREZ ALVES DA COSTA,M,20/01/1960,76,16,14,30,14,10,"286.297,01","33.762,77","29.769,80","40.259,36","37.858,68","49.103,29","26.328,45","25.776,41","20.924,48","16.871,27","5.642,50","0,00",0,"1.107.779,47","111.162,37","111.162,37","111.162,37","111.162,37","111.162,37","111.162,37","111.162,37","111.162,37","109.674,42","108.806,09",0,0,"33.763,00",0
JÚLIO CÉSAR DELGADO,M,18/11/1966,91,1,0,48,31,0,"245.091,49","23.586,52","35.296,45","33.823,83","34.364,11","56.841,53","17.475,27","17.669,93","11.169,38","4.631,02","9.789,91","443,54",0,"1.109.806,59","110.986,45","111.235,30","111.235,30","111.531,30","111.550,51","109.027,34","111.593,02","110.694,89","111.562,28","110.639,05",0,0,"33.763,00",0
JÚLIO CÉSAR DE CARVALHO LIMA,M,25/08/1948,86,6,4,29,3,1,"329.807,36","48.212,84","33.482,83","56.838,12","35.813,07","40.211,43","44.250,16","29.186,93","16.972,21","7.841,05","16.998,72","0,00",0,"1.114.549,89","111.538,26","111.538,26","111.538,26","111.538,26","111.538,26","111.501,88","111.501,88","111.161,80","111.501,88","111.191,15",0,0,"33.763,00",0
ROGERIO TEIXEIRA JUNIOR,M,23/10/1976,90,2,0,25,22,0,"337.821,24","33.072,15","34.365,28","31.977,44","39.661,39","44.814,09","26.560,48","25.486,90","17.046,65","12.279,37","71.724,25","833,24",0,"1.112.183,77","108.921,19","111.659,58","111.659,58","111.659,58","111.659,58","111.659,58","111.659,58","111.430,45","111.319,90","111.319,90",0,0,"33.763,00",0
JOÃO FERRARI JÚNIOR,M,13/07/1967,90,2,0,9,3,0,"94.663,23","8.680,31","8.762,84","8.003,19","21.597,73","19.604,33","15.478,69","6.864,46","622,21","109,48","4.939,99","0,00",0,"1.110.371,24","110.937,81","110.937,81","110.937,81","110.654,13","111.456,53","111.089,43","111.089,43","111.089,43","111.089,43","111.089,43",0,0,"33.763,00",0
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,M,16/04/1985,67,25,8,6,33,3,"272.306,50","35.529,67","16.147,74","37.180,59","37.869,41","76.496,63","42.600,85","18.616,90","5.577,94","2.286,77","0,00","0,00",0,"1.107.574,02","111.053,08","111.053,08","111.053,08","111.053,08","111.053,08","111.053,08","111.053,08","110.753,12","109.724,67","109.724,67",0,0,"33.763,00",0
GERALDO JUNIO DO AMARAL,M,30/06/1987,91,1,1,30,0,0,"179.389,33","16.979,19","14.451,11","25.610,69","31.335,45","31.129,39","17.956,64","18.110,53","6.532,70","3.657,75","12.777,63","848,25",0,"1.058.167,42","111.244,01","104.078,91","104.078,91","107.929,17","107.929,17","107.929,17","104.584,75","101.899,75","98.331,82","102.672,03",0,0,"33.763,00",0
JOSE JUSCELINO DOS SANTOS REZENDE FILHO,M,06/11/1984,85,7,4,1,1,0,"391.234,28","39.558,44","52.848,98","44.643,51","50.698,44","48.470,78","55.791,11","40.356,17","36.000,27","18.177,58","4.637,09","51,91",0,"1.109.745,44","110.507,02","111.186,79","111.186,79","111.532,15","110.332,30","110.764,64","111.228,88","111.228,88","111.228,88","111.228,88",0,0,"33.763,00",0
JOSE LOURENÇO BOMFIM JUNIOR,M,18/10/1978,54,38,12,0,21,1,"325.684,69","11.881,07","43.757,09","56.694,99","32.636,52","44.333,41","47.598,39","27.942,49","30.668,11","18.920,47","11.252,15","0,00",0,"1.115.892,64","111.524,91","111.623,20","111.623,20","111.623,20","111.592,68","111.586,81","111.586,81","111.586,81","111.586,81","111.586,81",0,0,"33.763,00",0
JULIO CESAR RIBEIRO,M,24/02/1975,87,5,2,60,12,6,"263.477,95","26.890,10","28.619,85","35.118,26","31.477,20","38.418,47","33.269,13","13.143,92","14.635,22","24.505,80","17.400,00","0,00",0,"1.094.014,85","110.759,02","106.792,55","106.792,55","108.795,61","111.223,92","109.230,11","110.628,48","110.962,29","111.235,06","109.124,74",0,0,"33.763,00",0
KIM PATROCA KATAGUIRI,M,28/01/1996,84,8,4,62,15,3,"202.356,37","15.889,67","9.310,42","32.389,53","35.453,98","36.648,40","30.223,62","22.699,49","16.601,85","3.139,41","0,00","0,00",0,"765.446,22","75.731,76","78.158,12","78.158,12","78.158,12","78.158,12","78.158,12","71.671,03","74.027,30","75.335,08","78.886,98",0,0,"33.763,00",0
LEONARDO CUNHA DE BRITO,M,13/04/1979,86,6,4,36,14,5,"413.000,11","64.865,56","69.430,57","43.427,25","44.023,23","56.266,09","40.451,85","28.627,98","32.993,68","24.136,85","7.953,55","823,50",0,"1.093.959,42","104.448,63","109.463,10","109.463,10","109.785,38","109.997,68","108.567,57","109.778,55","109.943,69","110.738,33","111.550,55",0,0,"33.763,00",0
LAERCIO JOSÉ DE OLIVEIRA,M,15/04/1959,72,20,14,16,12,5,"295.340,12","20.598,89","31.888,12","37.935,34","49.827,18","37.808,58","37.653,44","39.566,37","25.894,47","5.389,55","8.778,18","0,00",0,"1.086.804,07","103.604,23","109.521,54","109.521,54","109.909,05","111.647,51","111.647,51","111.647,51","107.801,38","106.867,63","106.867,63",0,0,"33.763,00",0
ELIEL MÁRCIO DO CARMO,M,26/10/1973,79,13,5,12,21,1,"270.991,89","31.696,46","33.415,26","37.481,58","36.954,21","40.691,83","31.408,70","21.963,05","10.012,55","6.213,10","20.620,89","534,26",0,"1.074.173,97","111.342,23","105.583,01","105.583,01","110.106,32","109.512,89","108.231,60","106.012,51","105.725,06","103.118,90","106.095,00",0,0,"33.763,00",0
LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,M,28/10/1976,82,10,6,29,54,11,"350.229,30","30.310,76","39.689,23","42.708,93","44.491,12","47.331,80","40.167,99","35.099,32","30.877,77","25.534,48","13.973,40","44,50",0,"1.095.791,23","111.466,21","110.033,89","110.033,89","110.625,91","111.513,95","110.154,40","103.839,72","109.962,87","110.185,54","107.974,85",0,0,"33.763,00",0
JOSÉ LEONARDO COSTA MONTEIRO,M,09/10/1951,90,2,2,78,33,2,"370.539,54","30.287,88","38.974,45","44.293,05","49.461,68","42.783,49","32.773,39","37.659,13","39.429,92","28.141,96","26.644,63","89,96",0,"1.115.073,98","111.277,54","111.544,44","111.544,44","111.544,44","111.544,44","111.549,09","111.399,39","111.591,36","111.580,80","111.580,80",0,0,"33.763,00",0
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,M,03/06/1957,85,7,7,48,23,5,"274.420,32","32.267,47","34.350,83","36.617,13","40.189,49","36.516,96","25.613,05","35.368,62","14.652,50","7.798,15","10.416,12","630,00",0,"1.004.787,48","95.364,13","97.580,89","97.580,89","100.457,10","101.325,85","102.548,80","102.548,80","102.548,80","102.548,80","102.548,80",0,0,"33.763,00",0
LEONARDO BARRETO DE MORAES,M,11/01/1984,81,11,8,61,6,5,"221.298,78","13.458,24","17.561,59","41.858,77","39.472,79","46.876,47","27.265,70","10.199,77","4.604,15","1.514,89","18.486,41","0,00",0,"958.890,87","109.730,68","104.705,05","104.705,05","78.211,65","98.387,94","102.628,37","103.449,01","93.605,55","69.793,32","88.648,62",0,0,"33.763,00",0
LAFAYETTE LUIZ DOORGAL DE ANDRADA,M,17/10/1966,87,5,5,59,27,0,"376.915,21","29.251,73","39.861,64","52.826,59","42.134,64","41.334,11","44.226,72","44.285,13","35.678,49","26.632,12","17.517,31","3.166,73",0,"1.104.641,38","111.544,46","111.544,46","111.544,46","111.544,46","111.263,26","110.390,91","109.863,03","108.952,78","109.202,03","108.791,53",0,0,"33.763,00",0
LINCOLN DINIZ PORTELA,M,03/11/1953,86,6,5,9,0,0,"301.526,94","24.877,94","37.260,00","27.687,95","33.349,11","37.659,28","37.644,95","32.037,05","27.785,28","19.637,79","23.587,59","0,00",0,"1.095.515,61","111.204,76","111.204,76","111.204,76","110.871,12","105.937,25","106.809,84","108.941,95","109.398,07","109.763,49","110.179,61",0,0,"33.763,00",0
LOURIVAL GOMES DE ALMEIDA,M,22/07/1955,86,6,3,14,7,2,"305.112,88","14.519,64","25.717,22","37.716,76","46.990,20","74.614,42","33.015,39","23.533,31","15.875,95","17.628,00","15.501,99","0,00",0,"1.105.692,88","111.124,38","111.228,05","111.228,05","111.285,85","111.586,93","111.489,89","110.688,82","111.413,02","111.471,72","104.496,00",0,0,"33.763,00",0
LUCAS DE VASCONCELOS GONZALEZ,M,21/12/1988,88,4,2,31,16,1,"134.290,69","14.001,15","13.315,11","17.768,47","23.175,15","28.588,17","17.992,12","7.639,28","4.616,15","6.645,82","549,27","0,00",0,"677.075,08","68.437,72","63.166,33","63.166,33","67.438,96","71.384,50","74.468,04","66.881,33","62.426,29","60.148,68","79.772,15",0,0,"33.763,00",0
LOESTER CARLOS GOMES DE SOUZA,M,21/09/1982,66,26,1,8,0,0,"423.873,94","51.222,08","55.278,77","68.803,71","41.378,22","24.009,95","28.151,93","27.178,56","45.367,11","40.789,46","41.485,31","208,84",0,"1.058.613,72","108.697,08","109.105,86","109.105,86","109.798,14","111.299,32","95.357,90","101.706,13","105.392,98","105.314,71","102.987,41",0,0,"33.763,00",0
LUCAS DE CASTRO SANTOS,M,08/04/1987,67,25,25,19,70,12,"221.649,05","22.480,50","18.432,79","22.998,58","21.079,17","26.003,40","20.905,29","18.201,85","23.018,52","21.902,15","26.626,80","0,00",0,"1.112.338,73","111.617,15","111.617,15","111.617,15","111.617,15","111.617,15","111.617,15","109.647,32","110.427,08","110.907,87","111.653,56",0,0,"33.763,00",0
LUCIANO DUCCI,M,23/03/1955,83,9,0,28,21,0,"325.541,91","46.474,19","48.810,14","35.792,35","32.052,26","47.967,64","31.152,19","36.214,31","17.713,75","17.321,87","12.043,21","0,00",0,"1.097.820,85","109.566,95","109.566,95","109.566,95","109.566,97","107.107,37","108.864,14","110.895,38","110.895,38","110.895,38","110.895,38",0,0,"33.763,00",0
LUCAS BELLO REDECKER,M,26/05/1981,85,7,4,49,6,4,"297.418,30","18.366,95","19.763,29","37.306,39","48.214,90","50.732,70","27.914,60","43.469,68","18.833,03","14.310,90","17.733,59","772,27",0,"1.105.699,54","111.417,00","109.414,50","109.414,50","108.345,27","110.762,68","110.962,07","110.758,96","110.962,07","110.962,07","111.152,85",0,0,"33.763,00",0
LUIS CLAUDIO FERNANDES MIRANDA,M,27/03/1980,91,1,1,65,0,0,"193.112,43","16.743,53","33.704,02","30.605,59","26.090,58","21.766,24","23.916,74","17.430,46","16.138,85","4.746,41","1.632,81","337,20",0,"1.082.807,76","106.579,01","109.890,74","109.890,74","110.052,17","110.052,17","108.853,56","107.084,79","108.333,76","106.788,74","106.788,74",0,0,"33.763,00",0
LUCIO ANTONIO MOSQUINI,M,23/07/1969,65,27,18,7,14,10,"314.351,91","22.814,86","37.943,72","37.277,68","33.863,39","52.954,34","60.039,82","35.256,76","13.602,35","5.303,46","14.782,79","512,74",0,"1.055.029,87","103.573,81","104.259,44","104.259,44","105.167,90","105.078,15","105.577,36","103.610,02","109.603,64","107.559,68","107.026,06",0,0,"33.763,00",1
LUCIANO CALDAS BIVAR,M,29/11/1944,51,41,41,0,0,0,"181.122,12","18.381,42","23.290,80","31.445,95","19.048,08","43.618,09","14.831,36","14.148,53","7.726,22","8.624,62","7,05","0,00",0,"996.599,97","91.073,95","93.911,18","93.911,18","88.454,35","95.106,71","98.832,14","103.178,96","109.418,54","111.356,48","111.356,48",0,0,"33.763,00",0
LUIZ ANTONIO C. C. CORRÊA DA SILVA,M,27/12/1940,92,0,0,15,14,2,"331.524,33","26.760,26","53.909,91","51.960,94","55.507,32","43.817,25","22.011,84","15.741,50","14.642,31","13.891,12","32.316,67","965,21",0,"1.109.289,06","111.465,47","110.744,43","110.744,43","111.390,88","111.157,09","111.068,18","108.984,95","110.976,29","111.271,35","110.764,95",0,0,"33.763,00",0
MÁRCIO COSTA MACÊDO,M,18/09/1970,52,2,1,8,6,2,"164.177,85",0,0,0,"0,00","16.787,66","27.268,99","38.765,68","38.156,83","35.940,77","7.257,92","0,00",0,"511.532,31",0,0,0,"0,00","46.665,52","53.660,67","87.537,03","101.530,81","110.745,63","111.392,65",0,0,"33.763,00",0
LUIS HENRIQUE DE OLIVEIRA RESENDE,M,23/07/1971,65,27,27,0,1,0,"206.108,29","24.380,40","19.630,04","16.280,70","21.384,26","23.717,87","83.724,33","12.724,71","1.434,48","1.630,48","246,71","954,31",0,"976.602,45","102.787,88","107.414,98","107.414,98","106.200,45","102.578,95","103.260,32","87.097,78","88.793,47","86.249,93","84.639,17",0,0,"33.763,00",0
MARCO AURELIO BERTAIOLLI,M,30/04/1968,88,4,1,26,3,0,"206.196,99","28.128,86","30.235,56","22.907,70","47.414,10","40.248,99","17.222,16","7.514,38","7.024,35","3.337,00","2.163,89","0,00",0,"1.010.254,20","104.253,35","110.229,17","110.229,17","106.982,17","106.721,56","95.359,26","95.003,00","95.003,00","95.003,00","94.241,84",0,0,"33.763,00",0
DIONILSO MATEUS MARCON,M,21/09/1964,82,10,1,41,11,5,"358.429,31","33.805,52","34.685,04","46.776,77","67.340,35","43.567,04","42.706,44","25.113,89","25.890,66","17.413,91","19.958,86","1.170,83",0,"1.111.935,23","111.534,30","110.974,31","110.974,31","110.974,31","111.019,51","111.334,03","110.348,97","111.528,69","111.623,40","111.623,40",0,0,"33.763,00",0
MÁRCIO CARLOS MARINHO,M,12/12/1970,74,18,11,21,11,5,"374.168,50","28.608,42","24.612,71","87.100,11","35.803,17","42.787,11","34.980,07","29.850,24","23.287,44","12.853,57","54.226,75","58,91",0,"1.066.590,84","111.538,42","111.538,42","111.538,42","111.538,42","111.304,79","104.295,83","108.413,15","103.411,20","97.135,73","95.876,46",0,0,"33.763,00",1
MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,M,19/09/1991,86,6,3,3,50,5,"305.743,52","37.229,73","45.797,72","35.296,78","47.661,27","43.605,72","29.896,24","19.412,64","13.864,08","13.561,10","19.248,24","170,00",0,"1.108.178,64","111.453,36","111.453,36","111.453,36","111.453,36","110.719,20","111.453,36","110.990,79","110.945,59","110.315,41","107.940,85",0,0,"33.763,00",0
MÁRIO LÚCIO HERINGER,M,30/09/1954,78,14,3,38,24,2,"274.347,68","35.777,47","30.872,80","52.890,28","44.007,32","33.664,82","25.044,69","27.897,92","11.606,96","7.490,70","5.000,00","94,72",0,"1.106.478,37","108.960,32","110.437,25","110.437,25","111.355,11","110.648,37","110.896,10","110.606,09","111.538,27","111.538,27","111.538,27",0,0,"33.763,00",0
MARLON ARATOR SANTOS DA ROSA,M,25/09/1975,63,29,9,7,7,4,"332.608,80","24.466,62","19.158,58","27.520,14","82.930,62","59.334,20","35.941,42","30.893,15","15.236,67","14.231,43","21.646,27","1.249,70",0,"1.105.751,44","111.188,97","111.502,04","111.502,04","111.502,04","111.502,04","109.087,84","111.502,04","111.502,04","111.502,04","104.960,35",0,0,"33.763,00",0
MARIO S. M. NEGROMONTE JR.,M,31/08/1980,71,21,19,7,15,8,"283.467,05","26.386,19","33.065,98","33.489,75","58.105,20","54.891,47","26.596,75","27.166,91","10.040,39","1.001,41","12.723,00","0,00",0,"1.116.475,54","111.647,56","111.647,56","111.647,56","111.647,56","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55",0,0,"33.763,00",0
MARX BELTRÃO LIMA SIQUEIRA,M,28/11/1979,83,9,6,32,28,4,"277.419,97","43.947,39","60.863,33","59.802,08","39.037,85","24.587,92","13.236,05","13.919,02","2.757,69","198,65","19.069,99","0,00",0,"1.105.015,07","111.500,15","108.240,46","108.240,46","111.402,45","111.417,01","111.417,01","111.417,01","111.387,27","111.301,75","111.301,75",0,0,"33.763,00",0
ANTONIO DA CRUZ FILGUEIRA NETO,M,25/04/1992,76,16,12,17,29,13,"418.146,78","52.702,54","51.161,51","54.284,92","48.630,65","43.394,41","32.253,04","34.492,26","31.643,88","27.540,63","40.896,06","1.146,88",0,"1.112.762,55","111.586,84","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58","111.283,58",0,0,"33.763,00",0
MARCOS ANTONIO PEREIRA,M,04/04/1972,79,13,13,32,8,6,"171.024,01","33.000,03","21.288,53","42.830,84","19.781,81","31.532,05","17.820,20","2.744,05","883,19","735,01","149,50","258,80",0,"1.111.467,68","111.386,70","111.386,70","111.386,70","111.386,70","111.386,70","111.180,66","109.193,42","111.386,70","111.386,70","111.386,70",0,0,"33.763,00",0
